                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.78416,                0.47712,                0.87552,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00035499,             0.00035499,             0.00035499
                    162,                 0.7677,                0.46344,                0.85372,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
                    163,                0.79829,                0.44927,                0.87333,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00033848,             0.00033848,             0.00033848
                    164,                0.78084,                0.48372,                0.86893,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00033023,             0.00033023,             0.00033023
                    165,                0.80171,                0.45625,                0.88441,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00032198,             0.00032198,             0.00032198
                    166,                0.75277,                0.44267,                0.87379,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00031373,             0.00031373,             0.00031373
                    167,                0.76113,                0.43326,                0.86713,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00030548,             0.00030548,             0.00030548
                    168,                0.76926,                0.43687,                0.87924,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                    169,                0.84955,                0.46944,                0.87801,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00028897,             0.00028897,             0.00028897
                    170,                0.77633,                0.43785,                0.85601,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00028072,             0.00028072,             0.00028072
                    171,                0.78535,                0.45947,                 0.8673,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00027247,             0.00027247,             0.00027247
                    172,                0.76319,                0.44303,                0.86941,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00026422,             0.00026422,             0.00026422
                    173,                0.75327,                0.43487,                0.86233,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00025597,             0.00025597,             0.00025597
                    174,                0.74365,                0.42265,                0.86136,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                    175,                0.72725,                0.41071,                0.87426,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00023946,             0.00023946,             0.00023946
                    176,                0.76646,                0.42734,                0.87329,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00023121,             0.00023121,             0.00023121
                    177,                  0.784,                0.44728,                0.87452,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00022296,             0.00022296,             0.00022296
                    178,                0.74798,                0.42967,                0.87517,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00021471,             0.00021471,             0.00021471
                    179,                0.77303,                 0.4521,                0.87166,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00020646,             0.00020646,             0.00020646
                    180,                0.74331,                0.43134,                0.86993,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00019821,             0.00019821,             0.00019821
                    181,                0.73136,                0.42959,                0.86389,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00018995,             0.00018995,             0.00018995
                    182,                0.75297,                0.43665,                 0.8603,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,              0.0001817,              0.0001817,              0.0001817
                    183,                0.72379,                0.41464,                0.85257,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00017345,             0.00017345,             0.00017345
                    184,                0.75245,                0.43464,                0.86848,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,              0.0001652,              0.0001652,              0.0001652
                    185,                0.74848,                0.42809,                 0.8657,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00015695,             0.00015695,             0.00015695
                    186,                0.75096,                0.42002,                0.86875,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,              0.0001487,              0.0001487,              0.0001487
                    187,                0.74049,                0.42294,                0.85117,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00014044,             0.00014044,             0.00014044
                    188,                0.74752,                0.48214,                0.87311,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00013219,             0.00013219,             0.00013219
                    189,                0.71962,                0.41085,                0.85138,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00012394,             0.00012394,             0.00012394
                    190,                0.78268,                0.42732,                0.86459,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00011569,             0.00011569,             0.00011569
                    191,                0.69012,                0.40166,                0.86826,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             0.00010744,             0.00010744,             0.00010744
                    192,                0.70986,                0.40336,                0.85571,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.67738,                0.38734,                0.84713,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.69414,                0.38638,                0.85623,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                0.67935,                0.38283,                0.85222,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.68032,                0.37505,                0.84204,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.67663,                0.38212,                 0.8297,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.68901,                0.38934,                0.86122,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                 0.7057,                0.39339,                0.85439,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.67535,                0.37457,                0.84478,                0.00205,                0.13333,                0.00152,                0.00054,                    nan,                    nan,                    nan,             3.3173e-05,             3.3173e-05,             3.3173e-05
